# Canny edge detection, on Tesla T10.
# Image size, Repa -N8, Accelerate (kernels), Accelerate + wildfire, OpenCV (CPU), OpenCV (GPU)
#
256     5.842652        0.500800        6.495774        2.290000        1.370000
512     18.409980       1.745928        10.711937       8.090000        3.720000
768     32.641710       3.774371        15.963262       17.760000       4.570000
1024    53.460110       6.554029        20.744000       32.950000       5.750000
1536    93.520550       14.497235       30.922450       75.170000       9.140000
2048    158.983600      25.423402       42.933940       132.720000      14.180000
3072    278.491800      56.734961       67.753226       288.410000      26.490000
4096    473.075700      99.981275       107.554922      481.480000      46.000000
